Year,NOC,Rank,Gold,Silver,Bronze,Total,Market_Share_Gold,Market_Share_Total,Total_Events,is_host,Host_NOC,years_since_last,crossed_war,years_since_hosted,olympic_experience,first_medal_year,is_post_soviet,years_since_independence,NOC_original,Gold_lag1,Gold_lag2,Gold_lag3,Silver_lag1,Silver_lag2,Silver_lag3,Bronze_lag1,Bronze_lag2,Bronze_lag3,Total_lag1,Total_lag2,Total_lag3,Gold_rolling_mean_3,Gold_rolling_max_3,Gold_rolling_min_3,Gold_rolling_std_3,Gold_rolling_mean_5,Gold_rolling_max_5,Gold_rolling_min_5,Gold_rolling_std_5,Silver_rolling_mean_3,Silver_rolling_max_3,Silver_rolling_min_3,Silver_rolling_std_3,Silver_rolling_mean_5,Silver_rolling_max_5,Silver_rolling_min_5,Silver_rolling_std_5,Bronze_rolling_mean_3,Bronze_rolling_max_3,Bronze_rolling_min_3,Bronze_rolling_std_3,Bronze_rolling_mean_5,Bronze_rolling_max_5,Bronze_rolling_min_5,Bronze_rolling_std_5,Total_rolling_mean_3,Total_rolling_max_3,Total_rolling_min_3,Total_rolling_std_3,Total_rolling_mean_5,Total_rolling_max_5,Total_rolling_min_5,Total_rolling_std_5,Gold_growth_rate,Gold_change,Gold_acceleration,Silver_growth_rate,Silver_change,Silver_acceleration,Bronze_growth_rate,Bronze_change,Bronze_acceleration,Total_growth_rate,Total_change,Total_acceleration,Gold_is_growing,Gold_streak,Silver_is_growing,Silver_streak,Bronze_is_growing,Bronze_streak,Total_is_growing,Total_streak,Gold_host_boost,Silver_host_boost,Bronze_host_boost,Total_host_boost,market_size_interaction,experience_performance,gold_ratio,silver_ratio,bronze_ratio,gold_silver_ratio,avg_gold_year,std_gold_year,max_gold_year,num_countries,gold_vs_avg,gold_percentile,is_first_participation,is_first_medal,is_comeback
1932,GER,7,5,12,7,24,0.0186567164179104,0.0895522388059701,268,0,USA,4.0,0,999,36,1896,0,0,Germany,10.0,5.0,3.0,7.0,13.0,5.0,14.0,7.0,5.0,31.0,25.0,13.0,6.666666666666667,10.0,5.0,2.886751345948129,5.4,10.0,3.0,2.701851217221259,10.666666666666666,13.0,7.0,3.2145502536643185,8.4,13.0,5.0,3.847076812334269,9.333333333333334,14.0,7.0,4.041451884327381,7.8,14.0,5.0,3.5637059362410923,26.666666666666668,31.0,24.0,3.785938897200183,21.6,31.0,13.0,7.469939758793239,-0.5,-5.0,-1.5,0.7142857142857142,5.0,1.1758241758241756,-0.5,-7.0,-1.5,-0.22580645161290325,-7.0,-0.46580645161290324,0,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.10437894364928778,240.0,0.2,0.48,0.28,0.38461538461538464,4.464285714285714,8.496108664198124,44,28,0.5357142857142856,0.75,0,0,0
1936,GER,1,38,31,32,101,0.1258278145695364,0.3344370860927152,302,1,GER,4.0,0,0,40,1896,0,0,Germany,5.0,10.0,5.0,12.0,7.0,13.0,7.0,14.0,7.0,24.0,31.0,25.0,17.666666666666668,38.0,5.0,17.7857620959388,12.2,38.0,3.0,14.652644812456215,16.666666666666668,31.0,7.0,12.662279942148386,13.6,31.0,5.0,10.285912696499032,17.666666666666668,32.0,7.0,12.897028081435401,13.0,32.0,5.0,11.157956802210698,52.0,101.0,24.0,42.579337712087536,38.8,101.0,13.0,35.372305551094634,6.6,33.0,7.1,1.5833333333333335,19.0,0.8690476190476193,3.571428571428571,25.0,4.071428571428571,3.208333333333333,77.0,3.434139784946236,1,1,1,2,1,1,1,1,17.666666666666668,16.666666666666668,17.666666666666668,52.0,0.7189465119515098,706.6666666666667,0.37254901960784315,0.30392156862745096,0.3137254901960784,1.1875,4.40625,7.795198584240297,38,32,33.59375,1.0,0,0,0
1952,GER,28,0,7,17,24,0.0,0.0710059171597633,338,0,FIN,16.0,0,16,56,1896,0,0,Germany,38.0,5.0,10.0,31.0,12.0,7.0,32.0,7.0,14.0,101.0,24.0,31.0,14.333333333333334,38.0,0.0,20.64784088793144,11.6,38.0,0.0,15.17563837207516,16.666666666666668,31.0,7.0,12.662279942148386,14.0,31.0,7.0,9.899494936611665,18.666666666666668,32.0,7.0,12.583057392117915,15.4,32.0,7.0,10.261578825892242,49.666666666666664,101.0,24.0,44.45597072760118,41.0,101.0,24.0,33.66749173906485,-1.0,-38.0,-7.6,-0.7741935483870968,-24.0,-2.35752688172043,-0.46875,-15.0,-4.040178571428571,-0.7623762376237624,-77.0,-3.970709570957095,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,802.6666666666667,0.0,0.28,0.68,0.0,3.4651162790697674,7.29105400052271,40,43,-3.4651162790697674,0.19767441860465115,0,0,1
1968,GER,5,9,9,7,25,0.0233160621761658,0.0647668393782383,386,0,MEX,16.0,0,32,72,1896,0,0,East Germany,0.0,38.0,5.0,7.0,31.0,12.0,17.0,32.0,7.0,24.0,101.0,24.0,15.666666666666666,38.0,0.0,19.85782801147531,12.4,38.0,0.0,14.842506526863986,15.666666666666666,31.0,7.0,13.316656236958785,13.2,31.0,7.0,10.158740079360236,18.666666666666668,32.0,7.0,12.583057392117915,15.4,32.0,7.0,10.261578825892242,50.0,101.0,24.0,44.170125650715555,41.0,101.0,24.0,33.66749173906485,,9.0,,0.2857142857142858,2.0,1.0599078341013826,-0.5882352941176471,-10.0,-0.11948529411764708,0.04166666666666674,1.0,0.8040429042904291,1,1,1,1,0,0,1,1,0.0,0.0,0.0,0.0,0.13892700061468402,1128.0,0.34615384615384615,0.34615384615384615,0.2692307692307692,0.9,3.9545454545454546,8.017291038906906,45,44,5.045454545454545,0.9090909090909091,0,1,1
1968,GER,8,5,11,10,26,0.0129533678756476,0.0673575129533678,386,0,MEX,0.0,0,32,72,1896,0,0,West Germany,9.0,0.0,38.0,9.0,7.0,31.0,7.0,17.0,32.0,25.0,24.0,101.0,4.666666666666667,9.0,0.0,4.509249752822894,11.4,38.0,0.0,15.208550226763892,9.0,11.0,7.0,1.9999999999999931,14.0,31.0,7.0,9.695359714832659,11.333333333333334,17.0,7.0,5.131601439446884,14.6,32.0,7.0,10.549881515922348,25.0,26.0,24.0,1.0,40.0,101.0,24.0,34.11011580162108,-0.4444444444444444,-4.0,,0.22222222222222232,2.0,-0.06349206349206349,0.4285714285714286,3.0,1.0168067226890756,0.040000000000000036,1.0,-0.0016666666666667052,0,0,1,2,1,1,1,2,0.0,0.0,0.0,0.0,0.07718166700815739,336.0,0.18518518518518517,0.4074074074074074,0.37037037037037035,0.4166666666666667,3.9545454545454546,8.017291038906906,45,44,1.0454545454545454,0.8068181818181818,0,0,0
1972,GER,3,20,23,23,66,0.0455580865603644,0.1503416856492027,439,1,GER,4.0,0,0,76,1896,0,0,East Germany,5.0,9.0,0.0,11.0,9.0,7.0,10.0,7.0,17.0,26.0,25.0,24.0,11.333333333333334,20.0,5.0,7.767453465154031,14.4,38.0,0.0,15.109599597606815,14.333333333333334,23.0,9.0,7.571877794400364,16.2,31.0,7.0,10.353743284435827,13.333333333333334,23.0,7.0,8.504900548115383,17.8,32.0,7.0,10.084641788382967,39.0,66.0,25.0,23.388031127053,48.4,101.0,24.0,34.355494465951146,3.0,15.0,3.4444444444444446,1.0909090909090908,12.0,0.8686868686868685,1.2999999999999998,13.0,0.8714285714285712,1.5384615384615383,40.0,1.4984615384615383,1,1,1,3,1,2,1,3,11.333333333333334,14.333333333333334,13.333333333333334,39.0,0.27730180988210923,861.3333333333334,0.29850746268656714,0.34328358208955223,0.34328358208955223,0.8333333333333334,4.0625,9.035170640925289,50,48,15.9375,0.9583333333333334,0,0,0
1972,GER,4,13,11,16,40,0.0296127562642369,0.0911161731207289,439,1,GER,0.0,0,0,76,1896,0,0,West Germany,20.0,5.0,9.0,23.0,11.0,9.0,23.0,10.0,7.0,66.0,26.0,25.0,12.666666666666666,20.0,5.0,7.505553499465137,9.4,20.0,0.0,7.635443667528429,15.0,23.0,11.0,6.928203230275508,12.2,23.0,7.0,6.260990336999411,16.333333333333332,23.0,10.0,6.506407098647713,14.6,23.0,7.0,6.268971207462992,44.0,66.0,26.0,20.29778313018444,36.2,66.0,24.0,17.89413311675086,-0.35,-7.0,-3.35,-0.5217391304347826,-12.0,-1.6126482213438735,-0.30434782608695654,-7.0,-1.6043478260869564,-0.3939393939393939,-26.0,-1.9324009324009324,0,0,0,0,0,0,0,0,12.666666666666666,15.0,16.333333333333332,44.0,0.18024617642337126,962.6666666666666,0.3170731707317073,0.2682926829268293,0.3902439024390244,1.0833333333333333,4.0625,9.035170640925289,50,48,8.9375,0.9270833333333334,0,0,0
1976,GER,2,40,25,25,90,0.09009009009009,0.2027027027027027,444,0,CAN,4.0,0,4,80,1896,0,0,East Germany,13.0,20.0,5.0,11.0,23.0,11.0,16.0,23.0,10.0,40.0,66.0,26.0,24.333333333333332,40.0,13.0,14.011899704655804,17.4,40.0,5.0,13.794926603646719,19.666666666666668,25.0,11.0,7.571877794400364,15.8,25.0,9.0,7.563068160475615,21.333333333333332,25.0,16.0,4.7258156262526105,16.2,25.0,7.0,7.854934754662193,65.33333333333333,90.0,40.0,25.00666577801474,49.4,90.0,25.0,28.085583490467133,2.076923076923077,27.0,2.426923076923077,1.272727272727273,14.0,1.7944664031620556,0.5625,9.0,0.8668478260869565,1.25,50.0,1.643939393939394,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.5493760614564175,1946.6666666666665,0.43956043956043955,0.27472527472527475,0.27472527472527475,1.5384615384615385,4.829268292682927,10.728239461869757,49,41,35.170731707317074,0.975609756097561,0,0,0
1976,GER,4,10,12,17,39,0.0225225225225225,0.0878378378378378,444,0,CAN,0.0,0,4,80,1896,0,0,West Germany,40.0,13.0,20.0,25.0,11.0,23.0,25.0,16.0,23.0,90.0,40.0,66.0,21.0,40.0,10.0,16.522711641858308,17.6,40.0,5.0,13.649175799292792,16.0,25.0,11.0,7.810249675906653,16.4,25.0,11.0,6.985699678629192,19.333333333333332,25.0,16.0,4.93288286231625,18.2,25.0,10.0,5.974947698515864,56.333333333333336,90.0,39.0,29.16047553338823,52.2,90.0,26.0,25.635912310662945,-0.75,-30.0,-2.826923076923077,-0.52,-13.0,-1.792727272727273,-0.31999999999999995,-8.0,-0.8825,-0.5666666666666667,-51.0,-1.8166666666666667,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.13734401536410437,1680.0,0.25,0.3,0.425,0.7692307692307693,4.829268292682927,10.728239461869757,49,41,5.170731707317073,0.926829268292683,0,0,0
1980,GER,2,47,37,42,126,0.1035242290748898,0.2775330396475771,454,0,RUS,4.0,0,8,84,1896,0,0,East Germany,10.0,40.0,13.0,12.0,25.0,11.0,17.0,25.0,16.0,39.0,90.0,40.0,32.333333333333336,47.0,10.0,19.65536398374076,26.0,47.0,10.0,16.56804152578089,24.666666666666668,37.0,12.0,12.503332889007368,21.6,37.0,11.0,10.667708282475669,28.0,42.0,17.0,12.767145334803706,24.6,42.0,16.0,10.454664030948102,85.0,126.0,39.0,43.71498598878879,72.2,126.0,39.0,36.704223190254275,3.7,37.0,4.45,2.0833333333333335,25.0,2.6033333333333335,1.4705882352941178,25.0,1.7905882352941176,2.230769230769231,87.0,2.7974358974358973,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.6335990720059349,2716.0,0.3700787401574803,0.29133858267716534,0.33070866141732286,1.236842105263158,5.666666666666667,14.97807922074313,80,36,41.333333333333336,0.9722222222222222,0,0,0
1984,GER,3,17,19,23,59,0.0345528455284552,0.1199186991869918,492,0,USA,4.0,0,12,88,1896,0,0,West Germany,47.0,10.0,40.0,37.0,12.0,25.0,42.0,17.0,25.0,126.0,39.0,90.0,24.666666666666668,47.0,10.0,19.65536398374076,25.4,47.0,10.0,16.890825912311097,22.666666666666668,37.0,12.0,12.897028081435401,20.8,37.0,11.0,10.686440005914037,27.333333333333332,42.0,17.0,13.051181300301263,24.6,42.0,16.0,10.454664030948102,74.66666666666667,126.0,39.0,45.566800780100124,70.8,126.0,39.0,37.130849707487165,-0.6382978723404256,-30.0,-4.3382978723404255,-0.4864864864864865,-18.0,-2.56981981981982,-0.45238095238095233,-19.0,-1.92296918767507,-0.5317460317460317,-67.0,-2.7625152625152625,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.2142452356884664,2170.666666666667,0.2833333333333333,0.31666666666666665,0.38333333333333336,0.85,4.808510638297872,12.672528140537326,83,47,12.191489361702128,0.9574468085106383,0,0,0
1988,GER,2,37,35,30,102,0.0700757575757575,0.1931818181818181,528,0,KOR,4.0,0,16,92,1896,0,0,East Germany,17.0,47.0,10.0,19.0,37.0,12.0,23.0,42.0,17.0,59.0,126.0,39.0,33.666666666666664,47.0,17.0,15.27525231651947,30.2,47.0,10.0,15.865055940651454,30.333333333333332,37.0,19.0,9.865765724632494,25.6,37.0,12.0,10.573551910309043,31.666666666666668,42.0,23.0,9.609023536933051,27.4,42.0,17.0,9.396807968666806,95.66666666666667,126.0,59.0,33.946035605550954,83.2,126.0,39.0,34.535488993208126,1.176470588235294,20.0,1.8147684605757195,0.8421052631578947,16.0,1.328591749644381,0.30434782608695654,7.0,0.7567287784679089,0.728813559322034,43.0,1.2605595910680658,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.4394442651112819,3097.333333333333,0.3592233009708738,0.33980582524271846,0.2912621359223301,1.0277777777777777,4.634615384615385,10.232644505437518,55,52,32.36538461538461,0.9807692307692307,0,0,0
1988,GER,5,11,14,15,40,0.0208333333333333,0.0757575757575757,528,0,KOR,0.0,0,16,92,1896,0,0,West Germany,37.0,17.0,47.0,35.0,19.0,37.0,30.0,23.0,42.0,102.0,59.0,126.0,21.666666666666668,37.0,11.0,13.613718571108093,24.4,47.0,10.0,16.667333320000534,22.666666666666668,35.0,14.0,10.969655114602888,23.4,37.0,12.0,11.802542099056458,22.666666666666668,30.0,15.0,7.5055534994651385,25.4,42.0,15.0,10.96813566655701,67.0,102.0,40.0,31.76476034853718,73.2,126.0,39.0,39.021788785241505,-0.7027027027027026,-26.0,-1.8791732909379966,-0.6,-21.0,-1.4421052631578948,-0.5,-15.0,-0.8043478260869565,-0.607843137254902,-62.0,-1.336656696576936,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.13064559233038103,1993.3333333333335,0.2682926829268293,0.34146341463414637,0.36585365853658536,0.7333333333333333,4.634615384615385,10.232644505437518,55,52,6.365384615384615,0.9134615384615384,0,0,0
1992,GER,3,33,21,28,82,0.0575916230366492,0.1431064572425829,573,0,ESP,4.0,0,20,96,1896,0,0,Germany,11.0,37.0,17.0,14.0,35.0,19.0,15.0,30.0,23.0,40.0,102.0,59.0,27.0,37.0,11.0,14.000000000000004,29.0,47.0,11.0,14.7648230602334,23.333333333333332,35.0,14.0,10.692676621563626,25.2,37.0,14.0,10.207840124139876,24.333333333333332,30.0,15.0,8.14452781524708,27.6,42.0,15.0,9.91463564635635,74.66666666666667,102.0,40.0,31.643851430148846,81.8,126.0,40.0,34.01764248151244,2.0,22.0,2.7027027027027026,0.5,7.0,1.1,0.8666666666666667,13.0,1.3666666666666667,1.0499999999999998,42.0,1.6578431372549018,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.36585823748437285,2592.0,0.39759036144578314,0.25301204819277107,0.3373493975903614,1.5,4.0625,8.591015979239915,45,64,28.9375,0.96875,0,0,0
1996,GER,3,20,18,27,65,0.0331125827814569,0.1076158940397351,604,0,USA,4.0,0,24,100,1896,0,0,Germany,33.0,11.0,37.0,21.0,14.0,35.0,28.0,15.0,30.0,82.0,40.0,102.0,21.333333333333332,33.0,11.0,11.06044001535804,23.6,37.0,11.0,10.99090533122727,17.666666666666668,21.0,14.0,3.51188458428424,21.4,35.0,14.0,8.018728078691783,23.333333333333332,28.0,15.0,7.234178138070238,24.6,30.0,15.0,5.941380311005179,62.333333333333336,82.0,40.0,21.126602503321102,69.6,102.0,40.0,23.522329816580665,-0.3939393939393939,-13.0,-2.393939393939394,-0.1428571428571429,-3.0,-0.6428571428571429,-0.0357142857142857,-1.0,-0.9023809523809524,-0.20731707317073167,-17.0,-1.2573170731707315,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.2120936575506898,2133.333333333333,0.30303030303030304,0.2727272727272727,0.4090909090909091,1.0526315789473684,3.430379746835443,6.580241489419042,44,79,16.569620253164558,0.9746835443037974,0,0,0
2000,GER,5,13,17,26,56,0.0194902548725637,0.0839580209895052,667,0,AUS,4.0,0,28,104,1896,0,0,Germany,20.0,33.0,11.0,18.0,21.0,14.0,27.0,28.0,15.0,65.0,82.0,40.0,22.0,33.0,13.0,10.148891565092221,22.8,37.0,11.0,11.713240371477058,18.666666666666668,21.0,17.0,2.081665999466122,21.0,35.0,14.0,8.215838362577493,27.0,28.0,26.0,1.0000000000000249,25.2,30.0,15.0,5.890670590009257,67.66666666666667,82.0,56.0,13.203534880225577,69.0,102.0,40.0,23.895606290697035,-0.35,-7.0,0.043939393939393945,-0.05555555555555558,-1.0,0.08730158730158732,-0.03703703703703709,-1.0,-0.001322751322751392,-0.1384615384615384,-9.0,0.06885553470919326,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.12677023426683107,2288.0,0.22807017543859648,0.2982456140350877,0.45614035087719296,0.7222222222222222,3.75,6.85750074412655,37,80,9.25,0.9375,0,0,0
2004,GER,6,13,16,20,49,0.0194319880418535,0.0732436472346786,669,0,GRE,4.0,0,32,108,1896,0,0,Germany,13.0,20.0,33.0,17.0,18.0,21.0,26.0,27.0,28.0,56.0,65.0,82.0,15.333333333333334,20.0,13.0,4.041451884327375,18.0,33.0,11.0,9.055385138137417,17.0,18.0,16.0,0.9999999999999787,17.2,21.0,14.0,2.5884358211089595,24.333333333333332,27.0,20.0,3.785938897200188,23.2,28.0,15.0,5.540758070878027,56.666666666666664,65.0,49.0,8.020806277010658,58.4,82.0,40.0,16.071714283174643,0.0,0.0,0.35,-0.05882352941176472,-1.0,-0.0032679738562091387,-0.23076923076923073,-6.0,-0.19373219373219364,-0.125,-7.0,0.013461538461538414,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.12644934269208535,1656.0,0.26,0.32,0.4,0.7647058823529411,4.0675675675675675,6.918965559473491,36,74,8.932432432432432,0.9324324324324325,0,0,0
2008,GER,5,16,11,14,41,0.0237741456166419,0.0609212481426448,673,0,CHN,4.0,0,36,112,1896,0,0,Germany,13.0,13.0,20.0,16.0,17.0,18.0,20.0,26.0,27.0,49.0,56.0,65.0,14.0,16.0,13.0,1.732050807568859,19.0,33.0,13.0,8.336666000266533,14.666666666666666,17.0,11.0,3.2145502536643114,16.6,21.0,11.0,3.6469165057620963,20.0,26.0,14.0,6.0000000000000036,23.0,28.0,14.0,5.916079783099616,48.666666666666664,56.0,41.0,7.505553499465159,58.6,82.0,41.0,15.789236840328915,0.23076923076923084,3.0,0.23076923076923084,-0.3125,-5.0,-0.2536764705882353,-0.30000000000000004,-6.0,-0.06923076923076932,-0.16326530612244894,-8.0,-0.03826530612244894,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.15484648109152585,1568.0,0.38095238095238093,0.2619047619047619,0.3333333333333333,1.3333333333333333,3.471264367816092,7.376643026219565,48,87,12.528735632183908,0.9540229885057471,0,0,0
2012,GER,6,11,20,13,44,0.0164179104477611,0.0656716417910447,670,0,GBR,4.0,0,40,116,1896,0,0,Germany,16.0,13.0,13.0,11.0,16.0,17.0,14.0,20.0,26.0,41.0,49.0,56.0,13.333333333333334,16.0,11.0,2.516611478423569,14.6,20.0,11.0,3.5071355833500366,15.666666666666666,20.0,11.0,4.50924975282289,16.4,20.0,11.0,3.361547262794325,15.666666666666666,20.0,13.0,3.7859388972001877,20.0,27.0,13.0,6.519202405202649,44.666666666666664,49.0,41.0,4.041451884327433,51.0,65.0,41.0,9.669539802906847,-0.3125,-5.0,-0.5432692307692308,0.8181818181818181,9.0,1.1306818181818181,-0.0714285714285714,-1.0,0.22857142857142865,0.07317073170731714,3.0,0.23643603782976608,0,0,1,1,0,0,1,1,0.0,0.0,0.0,0.0,0.10686038881595238,1546.6666666666667,0.24444444444444444,0.4444444444444444,0.28888888888888886,0.5238095238095238,3.5232558139534884,7.615350973621398,48,86,7.476744186046512,0.936046511627907,0,0,0
2016,GER,5,17,10,15,42,0.0249266862170087,0.0615835777126099,682,0,BRA,4.0,0,44,120,1896,0,0,Germany,11.0,16.0,13.0,20.0,11.0,16.0,13.0,14.0,20.0,44.0,41.0,49.0,14.666666666666666,17.0,11.0,3.21455025366431,14.0,17.0,11.0,2.449489742783178,13.666666666666666,20.0,10.0,5.5075705472860985,14.8,20.0,10.0,4.207136793592529,14.0,15.0,13.0,1.0000000000000195,17.6,26.0,13.0,5.412947441089743,42.333333333333336,44.0,41.0,1.5275252316520966,46.4,56.0,41.0,6.188699378706304,0.5454545454545454,6.0,0.8579545454545454,-0.5,-10.0,-1.3181818181818181,0.15384615384615374,2.0,0.22527472527472514,-0.045454545454545414,-2.0,-0.11862527716186255,1,1,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.16268388946144133,1760.0,0.3953488372093023,0.23255813953488372,0.3488372093023256,1.5454545454545454,3.558139534883721,6.898601138956986,46,86,13.441860465116278,0.9534883720930233,0,0,0
2020,GER,9,10,11,16,37,0.0131406044678055,0.0486202365308804,761,0,JPN,4.0,0,48,124,1896,0,0,Germany,17.0,11.0,16.0,10.0,20.0,11.0,15.0,13.0,14.0,42.0,44.0,41.0,12.666666666666666,17.0,10.0,3.7859388972001713,13.4,17.0,10.0,3.0495901363953815,13.666666666666666,20.0,10.0,5.5075705472860985,13.6,20.0,10.0,4.277849927241491,14.666666666666666,16.0,13.0,1.5275252316519596,15.6,20.0,13.0,2.7018512172212605,41.0,44.0,37.0,3.6055512754640526,42.6,49.0,37.0,4.3931765272977366,-0.4117647058823529,-7.0,-0.9572192513368983,0.10000000000000009,1.0,0.6000000000000001,0.06666666666666665,1.0,-0.08717948717948709,-0.11904761904761907,-5.0,-0.07359307359307365,0,0,1,1,1,2,0,0,0.0,0.0,0.0,0.0,0.08720034895777447,1570.6666666666665,0.2631578947368421,0.2894736842105263,0.42105263157894735,0.8333333333333334,3.6559139784946235,7.022471111671376,39,93,6.344086021505376,0.9193548387096774,0,0,0
2024,GER,10,12,13,8,33,0.016260162601626,0.0447154471544715,738,0,FRA,4.0,0,52,128,1896,0,0,Germany,10.0,17.0,11.0,11.0,10.0,20.0,16.0,15.0,13.0,37.0,42.0,44.0,13.0,17.0,10.0,3.6055512754639785,13.2,17.0,10.0,3.1144823004794873,11.333333333333334,13.0,10.0,1.5275252316519325,13.0,20.0,10.0,4.062019202317986,13.0,16.0,8.0,4.358898943540678,13.2,16.0,8.0,3.11448230047949,37.333333333333336,42.0,33.0,4.509249752822946,39.4,44.0,33.0,4.3931765272977366,0.19999999999999996,2.0,0.6117647058823529,0.18181818181818188,2.0,0.08181818181818179,-0.5,-8.0,-0.5666666666666667,-0.10810810810810811,-4.0,0.010939510939510955,1,1,1,2,0,0,0,0,0.0,0.0,0.0,0.0,0.10740321822679992,1664.0,0.35294117647058826,0.38235294117647056,0.23529411764705882,0.8571428571428571,3.6043956043956045,6.990277567019815,40,91,8.395604395604396,0.9065934065934066,0,0,0
1960,GHA,32,0,1,0,1,0.0,0.0029411764705882,340,0,ITA,0.0,0,999,0,1960,0,0,Ghana,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,3.4545454545454546,8.37064234554049,43,44,-3.4545454545454546,0.25,1,0,0
1964,GHA,35,0,0,1,1,0.0,0.0027027027027027,370,0,JPN,4.0,0,999,4,1960,0,0,Ghana,0.0,,,1.0,,,0.0,,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.7071067811865476,0.5,1.0,0.0,0.7071067811865476,0.5,1.0,0.0,0.7071067811865476,0.5,1.0,0.0,0.7071067811865476,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,0.0,,-1.0,-1.0,,,1.0,,0.0,0.0,,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,3.975609756097561,7.567984556267437,36,41,-3.975609756097561,0.1951219512195122,0,0,0
1972,GHA,43,0,0,1,1,0.0,0.0022779043280182,439,0,GER,8.0,0,999,12,1960,0,0,Ghana,0.0,0.0,,0.0,1.0,,1.0,0.0,,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.5773502691896258,0.3333333333333333,1.0,0.0,0.5773502691896258,0.6666666666666666,1.0,0.0,0.5773502691896258,0.6666666666666666,1.0,0.0,0.5773502691896258,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,4.0625,9.035170640925289,50,48,-4.0625,0.25,0,0,0
1992,GHA,54,0,0,1,1,0.0,0.0017452006980802,573,0,ESP,20.0,0,999,32,1960,0,0,Ghana,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.0,0.5,1.0,1.0,1.0,0.0,0.75,1.0,0.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,4.0625,8.591015979239915,45,64,-4.0625,0.21875,0,0,1
2020,GHA,86,0,0,1,1,0.0,0.0013140604467805,761,0,JPN,28.0,0,999,60,1960,0,0,Ghana,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.447213595499958,1.0,1.0,1.0,0.0,0.8,1.0,0.0,0.4472135954999579,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,3.6559139784946235,7.022471111671376,39,93,-3.6559139784946235,0.15591397849462366,0,0,1
1896,GRE,2,10,18,19,47,0.0934579439252336,0.4392523364485981,107,1,GRE,0.0,0,0,0,1896,0,0,Greece,,,,,,,,,,,,,10.0,10.0,10.0,,10.0,10.0,10.0,,18.0,18.0,18.0,,18.0,18.0,18.0,,19.0,19.0,19.0,,19.0,19.0,19.0,,47.0,47.0,47.0,,47.0,47.0,47.0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,10.0,18.0,19.0,47.0,0.4375823576751605,0.0,0.20833333333333334,0.375,0.3958333333333333,0.5263157894736842,3.909090909090909,3.6456699097572027,11,11,6.090909090909091,0.9090909090909091,1,1,0
